Order_ID,Product_ID,Customer_ID,Employee_ID,Date,Quantity,Unit_Price,Discount
O008299,P0087,C00117,E003,2024-01-04,4,35747,0.07
O008300,P0059,C00630,E041,2024-02-28,1,69176,0.0
O008301,P0034,C00276,E003,2023-11-26,2,23563,0.05
O008302,P0041,C01155,E031,2024-06-15,3,62858,0.06
O008303,P0100,C00887,E036,2024-03-04,2,68699,0.21
O008304,P0049,C00705,E029,2023-01-04,3,48487,0.03
O008305,P0066,C00848,E036,2022-11-28,4,117924,0.14
O008306,P0004,C01485,E028,2024-02-20,4,38045,0.25
O008307,P0065,C00977,E034,2022-06-21,4,43616,0.22
O008308,P0066,C00969,E008,2022-08-18,1,9720,0.01
O008309,P0044,C00722,E017,2023-02-19,3,47639,0.21
O008310,P0031,C00586,E029,2023-09-29,5,48760,0.03
O008311,P0034,C01302,E041,2024-09-26,5,40507,0.07
O008312,P0001,C00588,E053,2022-05-02,3,51742,0.01
O008313,P0086,C00790,E014,2024-02-23,2,66226,0.01
O008314,P0078,C00686,E042,2022-04-19,1,71494,0.03
O008315,P0051,C01328,E008,2022-07-22,5,87533,0.11
O008316,P0112,C00746,E042,2023-09-24,3,45689,0.14
O008317,P0021,C00365,E037,2023-06-22,1,90185,0.05
O008318,P0114,C01327,E010,2022-10-23,1,83740,0.17
O008319,P0059,C00947,E047,2022-03-31,1,71131,0.0
O008320,P0014,C01462,E045,2023-01-22,4,94375,0.2
O008321,P0038,C00397,E025,2022-02-22,3,74500,0.16
O008322,P0001,C01215,E034,2022-12-06,5,23348,0.11
O008323,P0034,C00458,E044,2023-03-02,5,103880,0.07
O008324,P0033,C01238,E014,2024-09-19,3,104652,0.12
O008325,P0090,C01059,E035,2023-08-20,2,96759,0.13
O008326,P0011,C00801,E041,2024-01-26,1,94830,0.23
O008327,P0086,C00985,E052,2023-04-16,4,43255,0.24
O008328,P0041,C01073,E044,2022-02-27,5,41392,0.05
O008329,P0102,C01267,E027,2023-10-12,3,24307,0.18
O008330,P0116,C01422,E029,2024-05-07,5,99476,0.01
O008331,P0101,C00057,E056,2022-11-25,2,89933,0.02
O008332,P0054,C00041,E024,2022-11-23,4,42215,0.02
O008333,P0117,C01287,E052,2023-06-29,3,47041,0.16
O008334,P0069,C00905,E028,2023-08-10,3,52064,0.14
O008335,P0108,C00193,E041,2022-06-24,4,70613,0.02
O008336,P0005,C01016,E034,2022-09-05,4,116615,0.05
O008337,P0101,C01066,E045,2023-12-08,2,48685,0.15
O008338,P0040,C00224,E011,2024-01-25,2,103260,0.19
O008339,P0034,C00672,E038,2024-01-05,2,29453,0.04
O008340,P0048,C01420,E034,2022-02-27,2,40876,0.09
O008341,P0108,C01024,E005,2024-07-28,1,103382,0.1
O008342,P0023,C01433,E030,2022-10-04,2,46639,0.03
O008343,P0101,C00580,E039,2022-05-09,5,110691,0.1
O008344,P0018,C01016,E045,2022-02-26,2,29939,0.02
O008345,P0033,C01299,E058,2024-09-06,1,20001,0.13
O008346,P0010,C00092,E025,2022-01-03,4,53838,0.06
O008347,P0038,C00561,E014,2022-08-01,3,92092,0.1
O008348,P0024,C01331,E057,2024-02-05,4,30270,0.06
O008349,P0047,C00816,E018,2022-03-17,4,86665,0.04
O008350,P0104,C01121,E043,2024-08-23,4,7945,0.2
O008351,P0043,C00309,E007,2023-01-04,1,38256,0.17
O008352,P0094,C00467,E023,2024-05-24,1,65239,0.03
O008353,P0026,C01370,E025,2024-08-03,5,50953,0.01
O008354,P0094,C01350,E020,2023-07-03,3,25213,0.1
O008355,P0082,C00291,E053,2024-01-10,2,46752,0.07
O008356,P0061,C00315,E057,2022-06-22,3,7657,0.22
O008357,P0119,C01484,E060,2023-01-04,2,8958,0.19
O008358,P0115,C00158,E008,2022-08-20,5,5228,0.0
O008359,P0047,C01344,E034,2024-07-23,5,20721,0.12
O008360,P0109,C01300,E011,2022-07-21,3,9750,0.13
O008361,P0005,C00767,E027,2023-07-30,2,31696,0.08
O008362,P0046,C00823,E016,2023-06-06,3,80341,0.14
O008363,P0068,C00316,E036,2022-09-24,2,83284,0.14
O008364,P0057,C00609,E034,2024-03-20,4,79001,0.14
O008365,P0006,C00708,E046,2023-01-04,4,96249,0.24
O008366,P0106,C00415,E059,2023-06-22,1,63404,0.16
O008367,P0095,C00258,E026,2023-10-07,4,3127,0.14
O008368,P0037,C00021,E020,2022-09-15,4,118930,0.23
O008369,P0004,C00211,E030,2024-04-06,3,5034,0.08
O008370,P0087,C00803,E023,2024-03-11,3,70610,0.15
O008371,P0079,C01299,E048,2022-02-09,4,45346,0.13
O008372,P0051,C01210,E032,2024-06-05,2,24470,0.05
O008373,P0038,C00373,E003,2022-09-16,2,5378,0.02
O008374,P0031,C01414,E005,2023-08-11,1,116692,0.01
O008375,P0055,C01155,E031,2024-05-08,1,99860,0.21
O008376,P0049,C00496,E022,2023-08-29,1,102847,0.17
O008377,P0103,C00187,E055,2022-11-05,2,112230,0.01
O008378,P0108,C00316,E036,2023-02-12,1,20508,0.2
O008379,P0028,C00324,E036,2023-02-26,1,38332,0.0
O008380,P0099,C00270,E041,2022-10-22,3,42052,0.03
O008381,P0034,C01218,E010,2022-06-24,3,34438,0.01
O008382,P0030,C01416,E009,2024-03-03,1,4976,0.01
O008383,P0025,C00266,E029,2023-06-24,5,25452,0.14
O008384,P0087,C00330,E017,2023-11-10,2,46635,0.02
O008385,P0076,C01001,E037,2022-04-09,2,46994,0.06
O008386,P0021,C01238,E021,2024-09-23,4,18279,0.16
O008387,P0063,C00842,E012,2023-08-26,3,99536,0.17
O008388,P0036,C00836,E048,2023-05-15,4,40470,0.01
O008389,P0099,C01101,E049,2024-09-16,5,116796,0.11
O008390,P0075,C00744,E014,2023-01-20,1,39054,0.0
O008391,P0025,C00001,E042,2023-04-22,1,81304,0.01
O008392,P0032,C00487,E025,2022-02-26,2,66590,0.24
O008393,P0117,C00250,E047,2024-09-19,3,58452,0.12
O008394,P0093,C00336,E027,2022-03-12,4,100764,0.23
O008395,P0100,C00406,E028,2022-07-11,5,22081,0.07
O008396,P0104,C01226,E043,2023-07-13,5,64694,0.18
O008397,P0111,C00932,E013,2023-07-11,2,93598,0.08
O008398,P0065,C00320,E005,2022-10-14,4,24781,0.15
O008399,P0022,C00382,E011,2024-08-26,5,114954,0.06
O008400,P0067,C01477,E051,2022-03-26,2,68549,0.23
O008401,P0042,C00362,E047,2022-06-17,2,47282,0.15
O008402,P0004,C00789,E010,2023-05-12,1,104110,0.15
O008403,P0091,C00597,E059,2024-04-17,1,118008,0.18
O008404,P0013,C00570,E020,2022-03-18,2,43828,0.08
O008405,P0021,C00380,E038,2022-06-08,3,109295,0.09
O008406,P0057,C01384,E002,2023-06-19,5,31903,0.14
O008407,P0030,C01429,E042,2022-12-23,1,39640,0.1
O008408,P0021,C01422,E040,2023-12-10,2,28770,0.16
O008409,P0059,C00571,E008,2022-12-27,2,115599,0.09
O008410,P0105,C01490,E057,2024-08-09,2,30161,0.18
O008411,P0058,C01042,E042,2024-08-23,5,50868,0.2
O008412,P0011,C01498,E058,2024-04-05,5,5835,0.09
O008413,P0098,C00067,E038,2023-10-17,3,47600,0.14
O008414,P0047,C01169,E023,2022-03-02,5,94660,0.25
O008415,P0045,C00977,E009,2022-08-19,2,100131,0.17
O008416,P0025,C00029,E001,2023-05-09,1,76342,0.11
O008417,P0114,C00144,E036,2023-03-23,5,109612,0.08
O008418,P0106,C00611,E026,2023-11-29,4,40372,0.12
O008419,P0081,C00717,E011,2024-01-31,5,15841,0.07
O008420,P0032,C00752,E042,2023-01-25,3,8418,0.14
O008421,P0099,C00781,E037,2022-05-20,2,63040,0.21
O008422,P0111,C01353,E001,2024-02-04,2,46639,0.2
O008423,P0087,C01400,E024,2024-04-02,3,119956,0.16
O008424,P0102,C00227,E048,2023-11-15,1,119937,0.19
O008425,P0048,C00728,E048,2023-02-25,2,88635,0.08
O008426,P0010,C00293,E028,2023-11-07,4,61418,0.11
O008427,P0083,C01040,E002,2024-03-15,5,111449,0.07
O008428,P0007,C00642,E037,2023-02-16,3,66422,0.01
O008429,P0026,C00869,E053,2022-10-01,2,113279,0.07
O008430,P0099,C00666,E049,2022-07-23,2,6075,0.11
O008431,P0035,C01488,E047,2022-08-19,2,56474,0.16
O008432,P0038,C00452,E020,2024-06-08,1,94159,0.17
O008433,P0115,C00426,E031,2022-03-14,3,22576,0.22
O008434,P0092,C00546,E013,2024-03-24,1,8637,0.15
O008435,P0043,C01385,E054,2024-08-16,4,72926,0.06
O008436,P0117,C00062,E040,2024-07-24,3,34558,0.18
O008437,P0010,C00382,E011,2023-01-08,2,99682,0.21
O008438,P0052,C00565,E038,2023-03-31,3,60413,0.14
O008439,P0008,C00891,E029,2023-10-29,4,41072,0.07
O008440,P0065,C00848,E041,2024-08-16,2,7851,0.12
O008441,P0085,C00062,E030,2023-06-21,1,99277,0.01
O008442,P0009,C00076,E007,2022-05-19,3,113009,0.24
O008443,P0068,C00019,E024,2023-02-06,5,86908,0.07
O008444,P0017,C00215,E008,2024-01-27,5,66224,0.08
O008445,P0076,C01338,E002,2022-01-27,3,36577,0.15
O008446,P0106,C00112,E043,2024-09-19,1,60582,0.04
O008447,P0025,C01409,E005,2024-01-20,3,77713,0.04
O008448,P0004,C00581,E037,2023-09-08,2,5133,0.18
O008449,P0054,C00593,E004,2024-06-28,3,14219,0.03
O008450,P0008,C00939,E003,2023-11-19,3,92791,0.24
O008451,P0010,C00060,E052,2022-12-23,3,106002,0.0
O008452,P0012,C00747,E047,2023-06-19,5,62730,0.14
O008453,P0005,C00793,E027,2022-01-16,4,61310,0.24
O008454,P0046,C01327,E008,2022-10-01,1,37718,0.13
O008455,P0045,C00148,E022,2023-02-17,1,77292,0.09
O008456,P0035,C01474,E009,2024-08-11,4,65145,0.01
O008457,P0020,C00134,E022,2024-03-08,2,73763,0.1
O008458,P0014,C00686,E008,2022-05-01,1,95976,0.11
O008459,P0111,C01485,E031,2024-05-16,1,36561,0.05
O008460,P0048,C01263,E013,2022-09-27,1,7687,0.1
O008461,P0083,C00864,E021,2022-01-11,3,94424,0.22
O008462,P0024,C00651,E023,2022-08-09,1,114327,0.17
O008463,P0064,C00410,E032,2024-07-07,1,27496,0.04
O008464,P0057,C00298,E021,2024-01-22,1,74531,0.16
O008465,P0040,C00658,E053,2024-01-12,2,42405,0.23
O008466,P0071,C01060,E028,2024-01-07,1,99952,0.15
O008467,P0087,C01215,E009,2022-11-22,2,109504,0.06
O008468,P0005,C00204,E044,2022-01-16,5,99388,0.16
O008469,P0074,C00487,E051,2022-03-18,5,15895,0.24
O008470,P0091,C00551,E050,2022-03-02,1,109343,0.15
O008471,P0088,C01035,E008,2022-06-18,5,62201,0.24
O008472,P0015,C01203,E009,2023-11-09,2,70678,0.13
O008473,P0110,C00627,E047,2022-03-20,3,96058,0.15
O008474,P0116,C00527,E040,2022-06-03,3,37693,0.16
O008475,P0039,C01450,E022,2024-04-20,1,22483,0.1
O008476,P0034,C01321,E012,2023-05-06,2,72801,0.23
O008477,P0056,C01281,E039,2024-05-24,4,113080,0.11
O008478,P0036,C01124,E005,2024-06-18,1,7918,0.08
O008479,P0099,C00351,E037,2023-10-18,2,94598,0.22
O008480,P0019,C00556,E013,2022-01-20,4,67580,0.12
O008481,P0080,C01059,E015,2023-11-11,4,62705,0.11
O008482,P0009,C00024,E032,2022-01-04,5,93592,0.22
O008483,P0033,C00111,E033,2023-09-17,2,85975,0.09
O008484,P0092,C01423,E056,2024-06-26,2,28034,0.19
O008485,P0013,C00728,E030,2023-08-14,2,10177,0.14
O008486,P0086,C00510,E051,2023-03-19,4,13996,0.21
O008487,P0050,C01317,E011,2022-01-17,1,61486,0.21
O008488,P0118,C00310,E038,2024-04-11,3,99141,0.03
O008489,P0018,C00782,E042,2024-05-12,4,10595,0.22
O008490,P0072,C00858,E038,2023-03-10,1,14460,0.21
O008491,P0003,C01136,E018,2022-01-02,2,84891,0.01
O008492,P0073,C00370,E043,2023-11-02,4,54259,0.22
O008493,P0028,C00844,E002,2024-03-04,5,57712,0.06
O008494,P0103,C00424,E014,2024-04-15,5,81056,0.16
O008495,P0045,C00091,E026,2023-02-05,4,87248,0.25
O008496,P0055,C00018,E051,2024-01-04,3,49428,0.0
O008497,P0083,C00055,E042,2022-02-07,3,111983,0.23
O008498,P0087,C01247,E004,2023-07-16,2,8642,0.1
O008499,P0080,C00383,E024,2022-02-19,5,102828,0.13
O008500,P0005,C00720,E024,2024-07-01,4,41665,0.08
O008501,P0010,C01199,E037,2024-02-06,3,104559,0.02
O008502,P0017,C00536,E014,2023-03-04,1,54437,0.01
O008503,P0002,C01432,E012,2023-09-03,5,82956,0.24
O008504,P0057,C00818,E006,2023-08-19,1,102919,0.16
O008505,P0015,C00636,E040,2024-06-17,5,30589,0.1
O008506,P0067,C00540,E040,2022-01-15,2,20554,0.21
O008507,P0012,C00922,E029,2022-10-13,5,112251,0.24
O008508,P0012,C00244,E050,2023-05-05,4,60525,0.08
O008509,P0003,C01420,E043,2024-03-20,1,39579,0.05
O008510,P0064,C00695,E042,2024-06-10,2,99706,0.22
O008511,P0043,C00913,E023,2023-10-23,2,26247,0.16
O008512,P0007,C01467,E035,2022-09-11,5,54598,0.01
O008513,P0026,C01195,E004,2022-08-07,4,67972,0.07
O008514,P0055,C00906,E055,2023-01-04,4,64863,0.24
O008515,P0110,C00417,E050,2024-03-24,3,12831,0.22
O008516,P0032,C00530,E043,2023-12-17,4,40284,0.05
O008517,P0120,C00280,E032,2022-01-02,5,16717,0.04
O008518,P0059,C01118,E003,2024-02-20,1,30195,0.12
O008519,P0012,C00005,E008,2022-01-04,2,86101,0.04
O008520,P0111,C00012,E033,2022-06-05,2,36696,0.23
O008521,P0105,C00830,E001,2023-09-04,5,6222,0.14
O008522,P0045,C01002,E046,2023-06-17,5,108727,0.2
O008523,P0015,C00821,E026,2022-03-28,5,5421,0.12
O008524,P0051,C00534,E020,2022-09-30,5,9288,0.07
O008525,P0101,C01209,E019,2024-02-02,4,97047,0.02
O008526,P0083,C00290,E009,2023-12-08,2,64110,0.17
O008527,P0113,C00910,E009,2023-03-18,1,5445,0.09
O008528,P0100,C01328,E051,2024-05-27,1,25200,0.18
O008529,P0003,C00369,E034,2023-10-28,3,114598,0.2
O008530,P0046,C01477,E022,2023-08-22,2,14930,0.18
O008531,P0076,C00650,E025,2023-07-08,5,108945,0.1
O008532,P0033,C01280,E037,2024-07-08,2,114386,0.05
O008533,P0075,C00922,E018,2022-12-27,2,117927,0.15
O008534,P0009,C01091,E003,2022-06-30,2,73922,0.07
O008535,P0057,C00841,E006,2024-03-14,3,42801,0.06
O008536,P0094,C01467,E055,2022-08-18,4,33388,0.09
O008537,P0083,C01323,E003,2023-09-28,1,70120,0.08
O008538,P0044,C00457,E050,2024-01-26,4,82016,0.08
O008539,P0051,C00443,E007,2023-06-26,2,88711,0.06
O008540,P0091,C01173,E002,2022-01-14,2,40422,0.23
O008541,P0022,C01316,E032,2023-07-05,3,23587,0.21
O008542,P0038,C00819,E047,2024-08-31,1,44595,0.02
O008543,P0115,C00327,E008,2024-02-13,4,67479,0.1
O008544,P0001,C01072,E060,2023-09-16,4,8796,0.02
O008545,P0049,C00875,E056,2022-11-21,5,119078,0.16
O008546,P0065,C01388,E011,2023-12-24,3,19965,0.18
O008547,P0109,C00864,E024,2023-07-20,2,102019,0.14
O008548,P0072,C00676,E017,2023-12-21,1,85307,0.16
O008549,P0093,C00604,E041,2022-12-11,1,93363,0.06
O008550,P0074,C01128,E026,2022-07-18,5,118812,0.23
O008551,P0096,C00520,E025,2024-08-29,4,81993,0.19
O008552,P0067,C00246,E017,2022-10-29,5,72606,0.1
O008553,P0006,C00282,E039,2023-12-30,4,107026,0.08
O008554,P0029,C00376,E044,2023-07-24,2,116480,0.02
O008555,P0085,C00413,E002,2023-05-06,1,64118,0.22
O008556,P0103,C00214,E040,2022-02-13,3,95466,0.13
O008557,P0064,C01058,E028,2024-08-24,1,12922,0.09
O008558,P0066,C01456,E049,2023-10-15,2,34293,0.23
O008559,P0036,C00653,E005,2022-07-03,5,72181,0.04
O008560,P0083,C00516,E023,2022-10-07,1,69578,0.05
O008561,P0100,C01017,E036,2023-06-18,1,42887,0.16
O008562,P0097,C01451,E020,2022-05-29,3,6097,0.11
O008563,P0118,C00632,E015,2023-06-23,2,9006,0.21
O008564,P0077,C00729,E053,2023-11-21,1,88244,0.18
O008565,P0008,C00908,E033,2023-03-15,4,61518,0.22
O008566,P0043,C00002,E003,2024-03-06,3,27918,0.24
O008567,P0041,C00992,E051,2024-07-18,4,96451,0.01
O008568,P0029,C00804,E055,2023-04-09,2,31478,0.25
O008569,P0009,C00552,E012,2024-09-22,3,64834,0.07
O008570,P0046,C00191,E054,2023-03-21,2,22638,0.15
O008571,P0056,C00852,E046,2022-03-07,3,69624,0.22
O008572,P0102,C01415,E011,2024-09-10,3,88535,0.06
O008573,P0039,C01118,E022,2022-03-18,4,72139,0.04
O008574,P0058,C01396,E024,2024-02-02,4,65137,0.05
O008575,P0098,C00793,E005,2022-09-24,4,6864,0.02
O008576,P0086,C00523,E050,2022-03-30,5,52525,0.08
O008577,P0115,C01487,E004,2022-03-04,5,23327,0.08
O008578,P0087,C01047,E051,2022-07-27,3,81710,0.16
O008579,P0055,C00259,E029,2023-06-17,2,85034,0.2
O008580,P0072,C00971,E031,2023-05-06,4,46055,0.07
O008581,P0018,C00460,E020,2024-08-19,4,102864,0.03
O008582,P0045,C00235,E057,2022-07-17,4,38723,0.16
O008583,P0001,C00262,E035,2023-10-26,2,57807,0.2
O008584,P0103,C01321,E050,2023-03-18,3,26702,0.14
O008585,P0117,C01368,E025,2023-05-06,3,53920,0.04
O008586,P0048,C00516,E022,2023-11-22,3,4818,0.06
O008587,P0040,C01197,E041,2024-09-18,5,102088,0.25
O008588,P0074,C00506,E039,2023-04-05,3,84287,0.09
O008589,P0031,C00818,E043,2022-11-02,2,26750,0.17
O008590,P0110,C01185,E017,2023-03-25,1,46475,0.06
O008591,P0034,C01014,E056,2023-02-12,3,69103,0.22
O008592,P0090,C00412,E040,2023-11-09,1,11921,0.24
O008593,P0094,C01342,E030,2023-01-30,5,24545,0.21
O008594,P0008,C00559,E055,2022-09-03,5,73801,0.08
O008595,P0093,C00301,E056,2024-06-10,5,62079,0.02
O008596,P0113,C00724,E050,2023-12-08,5,33584,0.07
O008597,P0084,C00546,E015,2022-01-26,2,110868,0.15
O008598,P0089,C01357,E030,2024-07-09,2,74973,0.08
O008599,P0035,C00362,E052,2022-10-15,1,23425,0.15
O008600,P0099,C00532,E053,2024-06-27,5,103224,0.0
O008601,P0090,C00869,E033,2023-06-22,4,95092,0.18
O008602,P0081,C01270,E046,2024-09-07,5,86397,0.16
O008603,P0070,C01459,E029,2023-02-15,2,119441,0.22
O008604,P0033,C01346,E012,2023-05-15,2,43283,0.11
O008605,P0060,C00213,E008,2022-12-26,4,75072,0.11
O008606,P0062,C01100,E006,2022-12-16,4,19068,0.21
O008607,P0052,C00322,E005,2024-01-29,4,30738,0.09
O008608,P0061,C00176,E016,2024-01-30,5,97698,0.12
O008609,P0009,C00598,E002,2023-12-17,2,12878,0.14
O008610,P0108,C00241,E026,2023-03-12,4,116656,0.19
O008611,P0016,C00869,E011,2022-11-15,4,83914,0.18
O008612,P0067,C01481,E037,2023-10-21,4,65851,0.22
O008613,P0051,C00353,E060,2024-01-25,1,68825,0.03
O008614,P0040,C00952,E037,2024-09-24,2,19509,0.06
O008615,P0052,C01336,E057,2024-08-08,5,58523,0.11
O008616,P0088,C00934,E007,2023-02-06,4,15058,0.16
O008617,P0067,C01364,E037,2023-01-03,4,82912,0.04
O008618,P0059,C01100,E024,2023-12-10,2,28202,0.24
O008619,P0020,C01224,E033,2022-02-26,1,105910,0.16
O008620,P0038,C00144,E015,2024-03-06,4,34349,0.06
O008621,P0035,C00264,E019,2023-05-05,1,11583,0.09
O008622,P0041,C01061,E012,2024-05-28,2,11678,0.14
O008623,P0106,C01159,E022,2022-03-28,4,15068,0.2
O008624,P0001,C00924,E053,2022-01-27,4,62796,0.12
O008625,P0055,C01367,E039,2022-07-22,1,30463,0.02
O008626,P0109,C00802,E058,2024-06-03,3,43988,0.06
O008627,P0026,C00396,E026,2024-06-30,3,24148,0.09
O008628,P0002,C00457,E024,2022-09-08,2,94011,0.23
O008629,P0096,C01484,E012,2024-04-14,1,7333,0.03
O008630,P0044,C00615,E045,2023-02-18,4,45926,0.19
O008631,P0077,C00142,E019,2023-08-17,5,90624,0.15
O008632,P0109,C01170,E049,2024-05-22,4,64764,0.01
O008633,P0013,C01440,E052,2023-05-07,1,50235,0.11
O008634,P0085,C01486,E009,2023-01-14,5,28713,0.05
O008635,P0009,C00545,E052,2024-08-02,2,46221,0.08
O008636,P0050,C00396,E051,2023-02-10,4,83750,0.13
O008637,P0088,C00472,E028,2023-05-28,4,33837,0.1
O008638,P0110,C00616,E043,2022-11-16,3,78962,0.13
O008639,P0015,C00063,E043,2023-02-18,2,101512,0.03
O008640,P0053,C00919,E049,2022-07-17,5,21299,0.16
O008641,P0049,C01454,E051,2022-01-24,3,21429,0.22
O008642,P0075,C00604,E010,2023-09-23,5,116217,0.04
O008643,P0010,C00184,E040,2024-04-29,2,37911,0.11
O008644,P0028,C01316,E049,2024-03-21,3,9571,0.11
O008645,P0085,C00990,E035,2024-07-10,2,10832,0.14
O008646,P0095,C00425,E033,2023-05-07,2,117668,0.03
O008647,P0018,C00038,E014,2023-06-08,2,97803,0.15
O008648,P0065,C00394,E038,2024-02-14,5,118384,0.21
O008649,P0006,C00215,E024,2024-06-29,1,105367,0.17
O008650,P0100,C01388,E024,2023-09-29,3,42068,0.12
O008651,P0055,C00162,E028,2023-07-27,1,97779,0.16
O008652,P0050,C01051,E003,2024-08-30,2,7996,0.08
O008653,P0110,C00064,E001,2024-06-04,3,92411,0.25
O008654,P0035,C00861,E034,2022-01-18,1,108362,0.18
O008655,P0026,C00243,E053,2024-06-09,3,30685,0.23
O008656,P0054,C00002,E059,2023-01-02,4,37339,0.05
O008657,P0014,C00221,E008,2024-07-20,3,37873,0.14
O008658,P0080,C01294,E048,2023-11-03,5,20046,0.14
O008659,P0098,C01400,E031,2023-09-02,1,81160,0.09
O008660,P0114,C01273,E052,2023-11-05,1,81940,0.22
O008661,P0031,C00777,E019,2022-03-09,4,87337,0.1
O008662,P0090,C01166,E009,2022-01-19,3,78228,0.08
O008663,P0082,C00418,E051,2023-02-12,1,77713,0.25
O008664,P0114,C00153,E027,2024-04-24,5,4781,0.03
O008665,P0011,C00697,E058,2024-04-23,2,100241,0.1
O008666,P0080,C00789,E019,2022-08-04,5,42240,0.09
O008667,P0109,C00401,E042,2022-10-01,5,67605,0.05
O008668,P0008,C00007,E055,2023-08-21,4,7374,0.24
O008669,P0048,C00403,E022,2022-07-26,1,50030,0.06
O008670,P0102,C00705,E028,2024-02-02,2,43404,0.17
O008671,P0072,C01120,E048,2024-05-29,5,87785,0.24
O008672,P0105,C01105,E002,2024-06-03,3,81110,0.12
O008673,P0034,C00844,E018,2023-07-19,3,45297,0.09
O008674,P0013,C01400,E026,2023-08-07,2,24362,0.18
O008675,P0005,C00682,E058,2024-02-23,4,102184,0.2
O008676,P0101,C00593,E007,2022-03-24,5,29850,0.09
O008677,P0073,C00202,E041,2022-01-02,2,70252,0.16
O008678,P0075,C00151,E045,2023-02-10,4,68223,0.11
O008679,P0004,C01279,E056,2023-11-26,3,23338,0.02
O008680,P0065,C00681,E044,2023-06-01,4,72552,0.22
O008681,P0006,C00535,E045,2022-07-13,5,37134,0.04
O008682,P0002,C00067,E051,2023-06-12,5,79935,0.25
O008683,P0042,C01106,E054,2023-10-12,3,66447,0.13
O008684,P0026,C01247,E046,2024-04-18,5,8909,0.05
O008685,P0004,C00439,E029,2023-04-28,2,101503,0.02
O008686,P0007,C00755,E036,2024-03-20,5,56675,0.14
O008687,P0089,C00627,E034,2022-12-30,2,93689,0.02
O008688,P0033,C01066,E030,2024-08-28,5,13176,0.2
O008689,P0033,C00046,E047,2023-08-30,3,93618,0.16
O008690,P0119,C00561,E001,2022-11-24,1,100468,0.02
O008691,P0013,C00498,E046,2024-05-14,4,12825,0.12
O008692,P0005,C00005,E003,2024-09-18,3,70463,0.2
O008693,P0039,C01492,E043,2022-04-22,2,92393,0.05
O008694,P0033,C01037,E060,2022-04-17,1,117646,0.18
O008695,P0037,C01390,E021,2022-06-19,3,45838,0.22
O008696,P0090,C01172,E025,2022-05-30,3,113345,0.09
O008697,P0011,C00557,E018,2022-04-14,2,89922,0.24
O008698,P0098,C01418,E050,2024-01-22,5,74050,0.11
O008699,P0009,C00120,E040,2022-07-15,2,18880,0.08
O008700,P0076,C00524,E007,2023-05-24,4,17364,0.03
O008701,P0114,C00631,E033,2024-09-19,2,23650,0.06
O008702,P0091,C00078,E039,2023-02-20,3,102238,0.03
O008703,P0087,C00843,E053,2022-03-20,2,19180,0.1
O008704,P0101,C00846,E046,2023-08-01,3,70667,0.02
O008705,P0090,C01305,E004,2022-01-02,1,11425,0.04
O008706,P0027,C00450,E045,2022-01-24,1,58019,0.11
O008707,P0106,C00782,E022,2023-01-13,4,88267,0.12
O008708,P0032,C00383,E015,2023-07-16,2,53886,0.13
O008709,P0013,C00601,E016,2022-11-11,3,54521,0.22
O008710,P0023,C01035,E002,2024-02-07,4,37581,0.17
O008711,P0083,C00115,E021,2022-07-24,5,91333,0.25
O008712,P0094,C01171,E050,2023-10-19,1,47923,0.18
O008713,P0048,C00016,E040,2024-02-21,3,24208,0.13
O008714,P0009,C00893,E035,2022-08-25,4,22975,0.08
O008715,P0058,C01008,E012,2022-03-29,1,94769,0.13
O008716,P0024,C00957,E019,2024-09-03,1,9607,0.21
O008717,P0048,C01194,E006,2024-07-27,3,100144,0.12
O008718,P0112,C01173,E033,2024-02-05,1,51906,0.08
O008719,P0012,C01131,E020,2023-08-31,3,97133,0.24
O008720,P0048,C00343,E040,2023-03-11,3,35350,0.16
O008721,P0018,C00283,E007,2023-05-11,2,19805,0.14
O008722,P0019,C00542,E050,2023-06-22,4,87293,0.17
O008723,P0073,C01096,E004,2023-11-11,2,5948,0.22
O008724,P0080,C00156,E042,2024-08-09,4,25588,0.1
O008725,P0100,C00218,E042,2023-10-26,2,97239,0.07
O008726,P0005,C00640,E041,2022-12-10,4,70593,0.19
O008727,P0032,C00219,E019,2023-01-07,4,20981,0.18
O008728,P0030,C00125,E014,2022-03-03,2,39782,0.21
O008729,P0029,C00033,E001,2022-04-29,1,30647,0.02
O008730,P0055,C00620,E054,2022-11-11,2,13964,0.07
O008731,P0060,C01316,E031,2023-05-30,1,114206,0.09
O008732,P0085,C01264,E009,2024-01-27,2,119859,0.12
O008733,P0061,C00049,E043,2022-05-10,4,9956,0.19
O008734,P0073,C00956,E026,2023-09-30,4,83291,0.15
O008735,P0067,C00922,E045,2022-07-08,3,55801,0.17
O008736,P0056,C01328,E050,2022-11-10,1,11341,0.05
O008737,P0002,C00918,E045,2023-03-21,3,84019,0.16
O008738,P0058,C00344,E045,2023-04-03,4,27903,0.05
O008739,P0053,C01037,E002,2024-08-26,1,61050,0.03
O008740,P0014,C01262,E056,2022-10-17,4,44179,0.01
O008741,P0100,C00730,E041,2022-07-08,2,8961,0.02
O008742,P0019,C00991,E053,2024-04-10,1,98973,0.07
O008743,P0017,C01433,E024,2024-08-12,5,98024,0.06
O008744,P0084,C01470,E059,2022-05-22,2,103133,0.14
O008745,P0104,C00624,E015,2022-08-06,1,56252,0.22
O008746,P0010,C00884,E026,2024-01-27,5,118304,0.17
O008747,P0040,C01389,E020,2024-07-22,4,79312,0.12
O008748,P0063,C00235,E008,2023-09-11,5,108787,0.18
